Comment,Target
thích hàn quốc nghe xem nhiều để biết cách nói chuyện,0
가족결합 저 혼자만 빠져나와도 되나요?,0
자급제 사서 25프로 선택할인 받는게 아주 이득이더군요 대리점 가서 사면 눈탱이 맞기 딱 좋아서..,0
가족결합할인 더 저렴하다고 어디서 듣었는데 고가요금제에 만 할인율 들어갑니다. KT기준 그리고 가족결합등등 대리점에서 개통하면 알뜰폰 대비 얼마나 이익보는지 계산하기 상당히 어렵습니다. 고가요금제에 이용으로 포인트 할인이라고 말안해줍니다. KT 인터넷 사용하고 있는데 KT멤버십 포인트 많아도 잘써먹기 불편하고 사용한다고해도 그냉 기본금 자체가 저렴하게 신경이 더쓰이네요  정식계통 대리점을 일부러 복잡하게 만들고 어렵게 설명하면서 소비자 멍청해서 이해못하다고 이야기하고  알뜰폰을 데이터 몇기가 요금얼마 진짜 간단하게 계산 무약정  핸드폰 구매에 대해서 재고 상품이나 비인기 상품을 통신사 개통으로 높은 공시지원금 받는데   중고폰사이트에서 그 제품들을 가개통이나 신품 판매하는데 인기제품에 비하여 상당히 낮은가격에 구매할수있으니 대리점개통을 무의미하다고 개인적 생각되네요,0
자급제폰으로 한번사면 3~ 4년정도 씩 사용하는데 약정에 묶여있지 않다는 심리적 자유로움에 꽤 만족합니다,0
교통카드 nfc쓰시는 분들은 리브나 kt계열로 가세요 엘지알뜰모바일 안댐....,0
다들 이제   폰   업 아시는구나 저두 유명해서 들어가봤더니 ㅎㅎㅎ... 진짜 대박싸요,0
노트10+ 약정 끝나면 돈 모아서 아이폰 12 256GB로 사야겠네요. 역시 자급제.. 약정은 정말 싫네요,0
자급제폰으로는 통신사 옮기는건 불가능 한가요?,0
이젠 2g폴더 선불 정액제 사용 하고  싶다,0
헐 저두 발품하다가 폰️업 알고 여기서 아이폰 겁나 싸게 바꿨어요 ..! 플레️토어에 올라와있더라구요!!,0
이게 사실..모순이 있습니다. 자급제는 기기값이 비싸죠 대신 요금이 저렴하구요. 흔히 말하는 성지가서 구입하면 기기값은 엄청 저렴하지요. 대신 9만원 요금제를 6개월 사야하는데 6개월후에는 원하는 요금제로 변경하면됩니다. 이게 따지고 보면 자급제보다 저렴합니다. 거기에 무제한 요금제로 사용이 가능하구요. 갤럭시s22울트라로 따져도 그냥 성지가서 사는게 자급제보다 총비용이 저렴합니다,0
온가족이 데이터 무제한으로 쓴지 5년째라 ㅠ 가고 싶어도 못넘어가는 중,0
그럼 KT M 가입하려면 어떻게 해야 돼요?,0
이번에 아이폰 자급제로 샀는데 완전 만족,0
다들 이제 폰업 아시는구나 저두 유명해서 들어가봤더니 완전싸서 놀랐다는...,0
KT로 가족들이 묶여있는데 저는 통신사가 낫지 않을까요??,0
lg베스트샵 자급제 판매해요. 리셀러 가능합니다.,0
알뜰폰은 어떤건가요? 어떻게 구매할 수 있나요,0
판매점 대리점 안간지 언 10년이 다되어감. 항상 중고 공기계사서 유심만 바꿔끼우고 이러면 갈 일이없음. 2년됀 공기계도 절대 뒤처지지않음.  그냥 요즘 폰들은 카메라성능만 맨날 향상됐다고 광고때리는데 속도차이도 없고 뭐가 바뀐지도 모름.,0
알뜰폰 100기가짜리 2만원 초반대에 계속 쓰고 있는데 멤버쉽 없는거 빼고는 차이가 전혀 없어요,0
이게 IT 유튜버지,0
이번에 대리점에서 사고 다시는 대리점에선 안사야겠다고 생각했어요...계약서에 아무것도 안적고 서명부터 하라는것부터 개빡,0
ㅇㅋㅍ에서 12미니 사전예약하고 혜택많이받았었는데 이번에도 그러길 ㅠ_ㅠ 1,0
알뜰폰으로 월 14000원 냄  데이타 6기가 ...근데 남아돔 와이파이 써서 그래서 자급제 최고 혹은 중고폰 구입,0
영상보러왔다가 댓 답니다. 롤ㄹ스강 방에 있는 사람이에요! 맨날 가입비내고 했었는데 무료라서 너무 좋네요^^,0
저는 통신사서 쓰고 있는데 대리점 안 가요 직영점에서 택배 받아서 폰 교체한 지 좀 됐는데 이렇게하면 호갱이 당할 일도 없고 이런 방법도 있어요 케이티 공식홈에서 사면 돼요,0
애플 자급제로 구매해서 혼자 개통에서 써온지 4년정도 되었는데.. ㅋㅋㅋ 딱히 어렵다고 느껴본적이 없어요. 저는 부모님 폰도 자급제로 구매해드립니다.,0
자급제가 요금이 저렴하다는 장점이 있지만 폰을 따로 구해야 되고 보험도 알아서 가입해야 되고 좀 답답한 거 같아요. 통신사에서 구입하면 다 해주니까 편하긴 하죠. 다만 양심 없는 저게 인간인가 하는 경우가 있어서 문제죠. 오죽하면 용팔이라고 비하하듯이 폰팔이라는 비하하는? 단어가 있지요. 진짜 안타깝네요. 단통법을 찬성했던 현 대통령이 그때는 잘 모르고 그랬지 않았을까? 생각해서 이제 폐지하겠지? 했는데 5년째 손도 안 될 거라고는 전혀 생각 못 했네요.,0
정규통신사 기기면 통신사에서 구매하는게 이득입니다. 통신사 하나만 하는 대리점 말고 통신3사 다하는  판매점해서 구매하는게 기기값도 더 싸게사고  충전기 필름 케이스의 별도의 구매비용도 안들고 기기도 더 저렴하게 구매하고 쓰던 그대로 옮겨줘서 저는 판매점에서 구매합니다. 저도 통신쪽에서 일을 오래해서 말씀드리는데 판매점에서 구매하는게 자급제보다 적게는 10-많게는 30만원정도 이득입니다.  부가적으로 구성품도 무료로 받습니다. 정규통신사 구매할거면  무조건 판매점이 낫습니다.,0
나는 삼성디프에서 갤s20 울트라를 자급제로 160만원 현금박치기로 샀는데  막상 와이파이 안되는 지역에서 데이터 월 수백기가씩 쓰는편이라 7만원이상대 고액요금 써야함...  자급제 왜샀는지 후회중.. ㅋ,0
나도 몇년전에 저렇게 사서 썼는데 걍 체감상 이게 더 싸게 느껴짐 한번에 돈 주고 사서 쓰니까 요금도 적게 나오고 ㅋㅋ,0
핸드폰 5년씩 쓰는데 그럼 그냥 통신사가서 사는게 나을까요,0
ㄹㅇ s9+ 부터 자가 개통 ㅆㄱㄴ해졌음 왜 이렇게 자세히 아냐면 노트4에 쓰던 유심크기 안맞아가지고 칼로자르고 사포로 갈아서 통신사 lg인데 kt 공기계 s9+로 자가개통 시켜서 2년동안 잘쓰고있음 ㅇㅇ,0
3년전에나온 자급제폰 알뜰요금으로 에그도안쓰고 편히쓰고잇습니다 데이터무제한에 2.5만원에 가성비 ㅇ.ㅇ;,0
팔씨름선수 홍지승님하고 닮으셨네요..,0
6.9요금제 쓰고있는데 멤버십 할인으로 매년영화 6번 무료보고  프렌차이즈 피자 베스킨라빈스 매달 한번씩 할인 다받는 입장에서는 이득이네요,0
중고폰이나 자급제 쓰는게 그나마 득인걸 알아버린후 대리점 안가게 됩니다.. ㅎㅎ  대리점 가면 싸다고 광고 하지만 결국 호갱...,0
자급제는어디서사야되나요,0
핸드폰구입을 하려고 하는데요 도와 주시면 고맙게습니다,0
솔직히 너무 복잡할거 같아서 대리점 가려는것도 있긴해요. 셀프개통이 어려울거 같아서?,0
2년동안 눈탱이 요금 내야하는데 2년간 내는 비용생각하면 자급제가 훨씬쌈. 자급제+알뜰폰+카드사매월 1만원환급까지 가능. 통신사약정 어이없는게 휴대폰 잘쓰다가 반납까지 해야한다고 하더라. 생돈내고 내 기기도 아닌거임. 일주일쓰다가 열받아서 반품하고 자급제갈아탐.,0
선생님 스마트폰 사고싶은데..추천좀요,0
인터넷 최고속도로 무제한을 쓰겠다고 한다면 통신사 아니면 자급제 알뜰폰이 좋은듯 합니다,0
형이 딱알려줄께 판매점가서 할부원금 물어보고 보통마진 40장이상뜨지 이제 영업잘하는애들 풀빵때리지 그냥 할부원금 물어보고 3개월 요금차액해달라고하면 훨씬싸다 만약 그렇게다해주면 10만이상남긴다,0
헐 나 당했다 1주일전에 폰 샀는데 요금제 비싸게 6개월 쓰지 않는 이상 할인 안들어간다고..,0
여기저기 돌아다니면서 살빠에 집에서 폰업 다운받고 그냥 거기서 사는게 젤쌈;;,0
s22 너무 이뻐서 지를려다가 발열노답이라는거 알게돼서 갓성비 s20+ 상태좋은거 중고로 30에사고 알뜰폰통신사에서 한달에 2마넌 개꿀ㅇㅇ,0
통신사에서도 10개월 할부까지는 무이자 입니다ㅎㅎ 12개월할부당 5.9프로 할부수수료 붙어요,0
요즘 단통법 시행 이후부터 아무리 성지라고 해도 저가 요금제 쓰시는분들은 자급제 12개월 무이자나 24개월 무이자로 사서 25% 할인 받아서 쓰는게 훨 이익입니다.,0
각통신사 고유의  기기 컬러도  있어요,0
성지랑 다비교해도 자급제에 알뜰폰 19000원 20000만원이정도때 무제한요금제 쓰는게 개이득임 대신 알뜰폰 요금제를 할인혜택끝나면 이동해야된다는 귀찮음만 빼면 개꿀임,0
그렇습니다.,0
어제 S23 플러스 자급제 쿠팡에서 사고 오늘 개통 했는데 통신사에서 개통하는거 보다는 훨씬 낫더라고요. 통신사는 말이 지원해준다는거지 실제론 저렇게 안해줍니다. 자급제 사길 잘했네요,0
지원금폰 은 어떠나요,0
폰 알아보다 보는데..자급제 라고 하셧는데  매장 안가고~인터넷에서 구매한다는거죠?,0
선택권 있어요 lte로 선택하셔도 되요 저는 5g했다가 다시 lte로 바꿨어요,0
감사합니다 엄마 폰바꿔드려야하는데 자급제 전환하기로 결정했습니다,0
리베이트를 제외하고 설명하네요... 리베이트 받으면 통신사가 더 싼것도 있습니다 (물론 불법이지만),0
근데 이게 정부에서 지원 받는거라던데요... 끊기면 얼마나 통수당할지....,0
아니 홍지승님 폰도 리뷰하시네,0
알뜰폰 20개월째 사용중.. 만족중이나 퇴근길 2호선에서는 거의 비행기모드임 암거도안됨ㅋㅋㅋㅋ,0
노트 10+ 8만원대 무제한 요금제+공시 75만원 받고 쓰고 있는 중인데 이거 보고 깜빡했던 요금제 다운그레이드 하기로 했읍니다,0
통신사 폭리와 갑질심하죠. 저도 다음엔 알뜰폰으로 할래요,0
알뜰폰 쓰고 있는 사람들 알껄 알뜰폰 뭐 안된다 뭐 불편하다 하는데... 막상 쓰니 불편한 거 하나 없음 ㅋㅋㅋㅋ,0
알뜰폰쓰면 사고나서 신고해도 위치추적 안되서 경찰도 못찾는 답니다,0
자급제 사서 스노우맨 쓰면 좋음  가족들 전체 써도 요금 얼마 안나옴,0
결국 자급제는 약정기간(24개월) 보다 덜쓰고 빨리 폰 바꾸고싶은 사람한테 이득(???)인듯. 나는 폰한번사면 3~4년 쓰니까 패스,0
영상은 안봤는데 허구한날 약정걸리다가 약정 제로 상태인 기분 되면 얼마나 맘이 편한지 모름. 약정걸리면 폰도 깨지면 못바꾸지 위약금이니 뭐니 또 열받아지지 ㅋㅋ,0
아직 5g는 이른감이있어서 lte 쓸려고 자급제로 폰을 바꿈 ㅋㅋ,0
저는 알뜰폰을 쓰는데. 자급제로 샀는데. 좋은 휴폰으로 바꾸고 싶어요. 로또 당첨 되면요,0
아무것도 모를때 3년 덤탱이 약정맞고 알뜰폰으로 바꿨는데 4년째 쓰는중,0
자급제로 사면 알뜰폰으로 밖에 안되나요?,0
최신폰 꼭 필요하고 ㅍㅇㅂ 노릴 거 아니면 자급제가 답임 중고는 꺼려지면 샤오미같은 대안도 있고,0
알뜰 통신사 프로모션 요금 진짜 싸요,0
무슨 차이가 있다는거지..? 자급제도 어차피 할부할텐데 통신사도 약정으로 기계값 나눠서 통신비랑 같이 낼거고 한방에 다 계산하고 쓰냐 아니냐 차이 아닌가?,0
엘지베스트샵도 파는곳이잇고 이번에 아이폰14프로를 하이마트에서 싸게구입햇죠 알뜰요금 3만원돈에 데이터를 160기가사용중입니다 ㅎ 카드를 맨들긴햇지만 조건이 한달30만원 어차피 생활비쓰면 어차페 나가야되는금액결제라 ㅎㅎ (댓으로 시비거시거나 싸우지말아주세요),0
1. 대리점에서 사는 폰이나 자급제로 사는 폰이나 아무 차이 없음. 자급제라고 말만 거창하지 걍 자기가 원하는 폰 자급자족 하는거임.  2. 알뜰폰 요금제도 이름 때문에 걱정하는 사람 있는데 아무 차이 없음. 잘 안되면 99.9% 본인잘못임.   3. 폰은 알아서 사고 알뜰폰 유심만 해서 끼는게 훨씬 쌈. 본인이 2년마다 한폰만 쭉 쓰는 강제성을 좋아하는 변태성향을 지닌 사람만 3사 추천함.,0
이런저런 혜택이 있다고 하지만 쓸일이 없고 가--아끔 쓰고 싶어도 뭐가 있은지 기억이 안나서 안쓰고 있던 나는  혜택이랄게 거의 없지만 요금이 저렴한 알뜰폰이 더 좋더라,0
Sk 5g 개같음.sk가 문제인지 플립3가 문제인지모르지만 인터넷 엄청끊김.데이터껏다가 다시키는걸 자주반복. 아마 이걸로 센타방문하면 앱들때문이라고할꺼임.충돌이라던지 데이터를많이잡는다던지ㅋㅋ중요한건 kt는 이런증상 있다는건못들어봄,0
멀쩡한폰 바꾸는새끼들은 가스비 많이 나왔다고 징징거리지마라ㅡㅡ쓰잘대기없는 할부낼돈은있고 가스비낼돈은없곶ㅋㅋ,0
해외직구 자급제 + 알뜰 유심 쓰는 사람입니다. 3기가 쓰고 있는데 한달에 7700원 (부과세 포함) 나옵니다. 알뜰폰 만세~,0
알뜰 폰 같은 경우 고객 센터 연결 어렵다는 것도 이제 옛말임. 근데 kt 스카이라이프 샹놈들 대역폭 장난질은 여전함. 개통한지 삼일만에 대역폭 반토막 냄,0
자급제 고객센터 겪어보면 가격 싼거 외에는 메리트 없는거 느끼실겁니다 멤버십 혜택도 없구요,0
참고로 성지도 진짜 개 찐이나 좀 싸지 어정쩡 하게 저렴한 성지는 10만원 요금제 6개월에 선약 할인도 못 받아서 그닥 메리트가 없음 심지어 갤s24 lg번이시 공짜였는데 계산기 두드려 보니 자급제 폰 가격 이상임,0
그럼 수능생 할인vs자급제 는요?,0
제가 알뜰폰 SKT쓰는데 안전안내문진가 안와요,0
통신사꺼는 1년 지난폰 공짜폰 될때 사면 좋지요. 공시지원금 + 불법? 보조금,0
울트라랑 s22고민하다가 걍 s22함 옆커폰성지 3  1,0
자급제가 확실히 좋더라구요,0
대형 알뜰폰  회사는 연결 잘되던데요,0
사람들이 핸드폰 바꿀때 많이하는 착각이 이거인듯 비싼요금제 쓰면 할인 많이받는다. 결국 할인 많이받으랴고 비싼 요금제 쓰게만드는걸 생각을 안함 내가 원래 55요금제 썼는데 85쓰면 기기값 안내도 된다 이런식으로 광고하면 개이득이네 하고 바꿔버림,0
가족결합 3명 이상 아니면 웬만하믄 알뜰폰요금제가 낫습니다,0
자급제가 중고인가요? 잇섭님?,0
잇섭님 요금제 강제는 대리점이 아니라 통신사에서 정책을 내리면서 고요금제로 유도합니다,0
S21u 자급제에 알뜰폰 LTE60기가 쓰고 있는데 요금도 25000원 밖에 안되고 3사 통신사와 같은 퀄리티로 쓸수 있고 5G는 아직 상용화도 안됐는데 5 G약정 주는건 호구짓이죠,0
간단하게 요금할인도 받고 단말할인도 해주는 판매점 있으면 자급제 사지말고 판매점에서 사고 그반대면 자급제 사라 내가쓰는 요금제보다 몇개월 비싼 요금제 쓰라고 하면 할인대비 금액 비교 하고,0
대리점에서 눈탱이도 수없이 맞고 더러운 폰팔이들 겪으며 스트레스 많이 받았었는데 자급제 알뜰폰은 정말 축복임  일있어서 대리점 한번 갔더니 알뜰폰 왜 쓰냐면서 눈 흘기며 툴툴 대던데 폰팔이 수준 ㅋㅋㅋㅋㅋ 양심 없는 일부 대리점 다 망해버려라 퉷퉤,0
자급제폰은 통화녹음이 안되는 단점?이 있는걸로 알고 있어요,0
장점만 쓰고 단점은 전혀 안쓰셨네요.. 통신사에 전화하면 25%할인 똑같이 받을수 있다면서.. 약정이 없다고 얘기하시는데.. 그거 동시에 충족할수 없다는거 아니잖아요. 그리고 불법보조금은 거의 안받는경우가 거의 없어서 가격은 자급제가 더 비싼건 사실이고.. 통신사개통도 현금 할부 선택할수 있습니다.,0
근데 제 생각에도 우리나라 스마트폰 판매시장형태로 아주 불만스러운 것은 일반 오픈라인에서는 자급제폰이 전무하다시피하다는 것입니다. 일반 휴대폰 매장가면 하나같이 통신사폰들이고 자급제폰을 구입하고자 한다면 삼성전자등의 대리점에 가서 비싼 가격을 주고 구입해야 합니다. 엄밀히 말해서 오픈라인매장에서는 비싼 가격을 주고 구입해야 한다는 것입니다.  제 생각에는 제조사들이 지나치게 통신사폰중심의 마케팅을 하고 있다는 것이 잘못된 것입니다.   그러니 정석대로 한다면 자급제폰판매중심으로 나가야 합니다.,0
아무리 봐도 팔씨름선수 홍지승 닮았어요~^^,0
가족 4대 휴내폰요금 2만원나오더라고요. 알뜰폰 넘 저렴해요,0
핸드폰 사면 싸게 해준다면서 왜 한달 비용이 계속 올라가나요 처음엔 20만원 이였는데 지금은 40만원,0
핸드폰이 왜30만원부터시작하는거야 옜날폰은 다 어디가고 잇섭님감사합니다. 이건사기야,0
나만 모르고있었나... 휴대폰살때  어플 폰업 다운받아서 가격비교해봤는데 강변테크노 저리가라 수준이네,0
자급제 카드 할인으로 사고 알뜰유심하는게 훨쌈,0
아 진짜.. 나만 똥폰인가봐요..~ 나는~ 사촌언니가~ 쓰던 6s 받아서 쓰고 있는데~~ 새폰 겁나 마렵다~~,0
고가요금제 쓰면서 조금 싸게 사는 애들 이해가안갔음.ㅋㅋㅋ . 폰팔이한테 호갱당하는게 빡치지도않나??  자기가 멍청하다는거 인증이였었지.,0
아이폰이면 자급제+알뜰요금 조합이 저렴 공시지원금 받고 기기값 30정도로 살수있으면 거의같음,0
유심 사이즈 다르지 않나요??,0
이걸 이제봣다니..,0
난 알뜰폰 쓴지 꽤 오래됐는데 진짜 최고임 고객센터 완전 답답하지만 그래도 이게 속 편하고 좋음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
자급제에 알뜰통신사 쓰면 통신비 진짜 절감됨  알뜰통신사라고해서 안터지는것도 아니고 요금도 거의반에반값이라서,0
일단 폰팔이들이 여전히 많이 남아있는이유 > 마진이 많이 남는 장사인게 분명함 // 통신사들 > 요금제 올리면 올렸지 내린적이 없음,0
핸드폰을 처음 사는 사람은 어떻게 개통함??,0
최신형에 민감한 사람아니라면...최신폰중에 출시하고 사용한지 1년미만 중고폰으로 구매해서 알뜰요금제 사용하면 가성비 갓입니다..........,0
급한상황에. 자급제는 위치 추적이 안된다는 뉴스 봄.  주말에. 숸다고.,0
공짜폰사고 6개월 월10만짜리 요금쓰고 나머지 기간동안  요금할인도 못받고 불편한 5만원대 요금쓰며 스트레스 받고,0
5G폰이 말로만 5G폰이지만 자급제폰은 5G 뿐만 아니라 LTE 요금제로도 사용할 수 있습니다,0
10만원짜리 요금제로 최신폰을 거의 공짜로 사면 2년약정 기간동안 총납부액이 240만원이죠. 공짜가 공짜가 아니죠,0
사람마다 틀리지만 저는 한달3만 4천원나옴 전화무제한 집일하는곳 와이파이쓰니간 그리고 데이터 다써도  1g로 무제한 되니간 그걸로 쓰면되고  근데 부족한게 거희없음 그리고 통신사 할인혜택 티데이등 좋은것도 많음 저는 중고폰만 사서 씁니다 새폰굳이 안삼,0
엘지폰대리점에서 2년전 50%할일폰을 계약 2년후 오라해서 갔더니 다시 더비싼폰으로 해야ㆍ나머지 50%  ㆍ없어진다고ㅡㅡ 이거 사기아닌가요? ㆍ,0
이형 팔씨름 잘할것같아..,0
가족결합에 선택약정 할인까지 하면 거의 50% 이상 할인되는데 굳이 자급제 안써도 됨 이거 두개 할인되는 사람들은,0
팔씨름 잘 하시죠?,0
놉~판매점에서 지원금 30이상받고(대리점은 기기값안빼줌)  선택약정3개월 유지후 알뜰폰 옮기는게 개꿀임.,0
알뜰폰이 저가통신요금제에서는 최강임  근데 한 달 데이터가 20기가 30기가 넘어가는 순간부터 고민해봐야 됨  예전에는 6기가밖에 안 써서 알뜰폰 5천원요금제로 썻는데  밖에 다니는 직장인 되면서 30 40기가는 그냥 쓰길래 메이저통신사로 넘어옴  정리하자면은  1. 데이터 10기가미만은 저가  2. 20기가이상은 메이저 또는 알뜰폰 프로모션  3만원에 데이터 10기가+@로 가면 됨,0
우리나라도 통신사에서 핸드폰 판매하는걸 그만두게하고 자급제폰만 팔았으면 좋겠네요 그리고 통신사가입2년하면 약정으로 깍아주던가 그렇게 해야죠,0
항상말하지만 알들폰요금제는 속도완전안줄어드는 무제한요금제없어여 알고쓰세요,0
대리점에서 2년정도 근무 했던 사람입니다   5G 강요하는게 아니라 개통할때 전산상에서 5G단말기로 자동으로 변하기때문에 어쩔수 없이 5G요금제로 들어가는거고 6개월뒤에 lte단말기  들고 오시면 lte요금제로 변경가능합니다  선택약정 3~4개월 / 공시 6개월은 공시지원금은 6개월 높은요금제쓰셔야지 할인 다받을수 있고 그전에 요금제 변경하시면 위약금 나옵니다 선택약정은 솔직히 3~4개월 안써도 됩니다 그냥 판매사 수수료 챙길려고 그러는거 입니다 해당매장 고가요금제유치 90퍼입니다,0
인터넷으로 대체 가능한 직업 폰팔이 컴팔이 보험팔이 사람 속이는게 수십년째인데 없어져도 사람들에게 타격 없을 직업들,0
안좋긴하지만 저렴하게 사려는 사람들은 보통 신도림 강변에서 대부분 사는데 비교 조건이 좀 틀린 것 같아요 물론 유튜버의 입장은 이해합니다,0
망사용료 영상보고 통신사 버리고 알뜰폰요금제로 바꾸려고 왔습니다,0
핸드폰싸게준다고전화번호남기라고광고하는데서사지마세요기기값원가에24개월할부로옵니다,0
Skt쓰는데 내요금제89000원짜리 요금제쓰는데 요금너무많다고생각해서대리점가서 요금제바꾸려하니. 지금이 최대할이누이라서 바꾸는게 손해란다믿음이안가네더러운skt통신 다음에 kt나LGU플러스 써야겠네,0
팔씨름 잘 하시데요~,0
알뜰 무제한 2만원대인데 굳이 8~9만 무제한 약정걸고 ㄷㄷ 2년 쓰면. 150만원 차이 돈 아껴서 그돈 다른데 쓰세요 lte도 쓸만함,0
자급제 10년째입니다. 진짜 핵좋습니다,0
자급제 10년째인데  sk 3g무제한  한달요금 3만원 나옴,0
자급제 싸게 사는방법좀 알려주세요..,0
알뜰폰 요금제 짱임!,0
노트20 보단 갠적으로 s22추천요 지금 ㅇㅋㅍ s22 현금가 5로 가능이요 5,0
잇섭은 신이다 ㅋㅋ,0
폰팔이들이얼마나사기치는일이면 이렇게됬을까하고 통신사에서 신경써야지 얼마나 사람등처먹는건지알면서냅둔거지 폰팔이다망했으면 허위딜러나폰팔이나 보이스피싱이라생각함,0
5g폰에lte쓸려면 lte폰에 먼저 개통하세요,0
아직도 왜 휴대폰은 통신사에서 이상하게 가격이 얼만지도 정확히 모르게 사게 만들어 놨는지 이해안감. 그냥 외국처럼 휴대폰 가게가서 사고 유심칩 끼우면 끝인데....통신사들은 유심칩 장사하는거고....,0
은밀한 유혹은 무슨 내용인가요 선생님,0
알뜰 쓴지 1년째인데 월 5만원이상 요금내라고 하면 이제못하겠음.,0
광주분이실까요?,0
아이폰 14 자급제 폰 확실한 곳 추천해 주면 고맙겠습니다,0
자급제로 바꿧는데 개시원하네 진짜ㅋㅋ 원할때마다 바꿀수있는게,0
친구랑 얘기하다가 알뜰폰은 메이저보다 품질낮고 차이가 난다는 사람들은 돈 받거나 무지한 사람들이라는데 답답합니다 ㅠㅜ,0
알뜰폰은 핸드폰소액결제가 안된다고들었어요 속도도 느리다고하던데요..,0
그냥 알뜰 7개월 무제한요금제0원 으로 계속 갈아타는게 꿀,0
몇 십 년을 썼지만 단 한 본도 고객센터에 전화해 본 적이 없다. 생각해보니...,0
알뜰폰도 메이저 알뜰폰 회사들은 비교적 고객센터 연결잘됨,0
어떻게 구매하는지?,0
성지잘알고 폰 잘아는 젊은애들은 통신사끼고 사는게 낫고 폰 잘모르고 아재나아지매등 틀딱들은 그냥 자급제사서 쓰는게 낫다,0
자급제는 확실히 좋은데 알뜰폰은 진짜 전화문자만 하는거 아니면 진짜 개비추,0
확실히 잇섭은 대한민국 넘버원이다. 이 분야에서는 타의 추종을 불허한다.,0
통신사를 알뜰폰으로 바꾸니깐 한달에 4만원 절약함 무얏호~,0
핸드폰 저가구매 방법인나요,0
알뜰폰은 선택약정 불가능..!,0
취향이나 형편에 맞게 자급제에 알뜰폰 쓰면 되는거지뭘,0
그래서 알뜰폰 가입은 어떻게 하나요?,0
할머니 S23 카드 할인 받고 어찌저찌 맘대로 폰교체까지 포함해서 2년 월6만으로 가져오셨던데 호구 먹힌거냐,0
엘지 10갤 할부하면 할부이자 안붙습니당,0
폰업보단 옆커폰이 나은듯 다운필요없어요 7,0
알뜰폰이란게 정확히 뭔가요..?,0
홍지승 폼 미쳤다,0
단하나로 종결 가장 비싸고 좋은땅에 휴대폰 판매점들 있음 호구잡으면 엄청남으니 그 월세가 감당이 됩니다,0
와 복잡하네...어르신들은 항상 호갱 당할듯....,0
skt 멤버싑 혜택이 나쁘지 않아서 ..,0
스마트워치 알뜰폰 서비스는 없었던,0
고가 요금제 6개월 안쓰면 공시지원금 많이 못받자나요,0
이 영상을 폰팔이가 싫어합니다,0
대톤령 허다가 중간에 감옥가신분때 만들어진 법ㅎㅎㅎ 삼성 밀어주고 중소기업 휴대폰 제조사 싹 정리하고.. 대기업 통신사들 돈벌어주는법ㅋㅋ 이거 완전 카르텔아냐?,0
진짜 웃긴게 싸게 사는게 불법이다? 단통법? 누굴 위한 법인데 ㅋㅋㅋ 누가봐도 기업들한테 돈 받아 먹고 만든 법 티 팍팍내는 법,0
라우터를 커치는게 통신3사 라우터안거치는게 자급제 아닌지.. 라우터 거쳐야죠..통신기록.,0
어차피 요금 할인 받을려면 약정 들어 가잖아요,0
뭐야 카드 할부하면결국 할부수수료도 내는거네 그냥 걍 통신사까는거네ㅋㅋㅋ이래놓고 자급제사고뭐안되면다들 대리점갈거면서ㅋㅋ 으휴,0
아이폰처럼 공시지원거의없는경우엔 당연히 자급제가 낫지만 갤럭시 기준으로는 무조건 자급제가 좋은게 아닙니다.,0
맞는말인데 틀리기도하다 아 진짜 내가 다 설명해주고싶네,0
홍지승씨 아니시죠..?,0
알뜰 사용중 - 단점  3만원짜리 요금제 미친듯이 느리다.  만오천원찌리 요금제 와이파이없이 사진 유트브 영상 포기해야함. 저 세상 속도,0
제들 밴드윗스 따오는데 거짐 수십억이다. 전파통신법은 전혀 모르나보네.? 단말기를 맨날 처바꾸지 말라고. 그러니 호구가 되는거 아녀? 20도 안돼는 단말기 이쁘다고 100 넘게주고 사는데 안팔까?,0
참고로 통신사 끼고 폰 구매하실때 할부10개월까진 무이자입니다,0
레전드영상 ..폰 알못들은 이거 반복적으로 보고 머리에넣어놓으면 돈버는거임 ㅎㅎ,0
잇섭덕에 대기업이 눈치보고 사기제대로못치니까 좋음,0
사람이 잘다.,0
잇섭님 덕분에 더이상 호구 안당 할 수 있을거 같아요ㅠㅠㅠㅠ,0
저도 여기서 샀어요 13미니 페이백받고샀습니다 ㅋㅋㅋㅋ  1,0
이제 소지자들이 통신사한테 더 이상 안당하고 싸게 사는방법을 알게된것 같습니다,0
자급제 쓰니까 폰팔이 볼필요도 없고 마음에 안들면 통신사도 넘어가면 되고 매우 편함~,0
잘 안터지는 5G 강요만 안했어도 요금 상관없이 썼을것을 내 후년초까지는 그냥 써야하네 젠장,0
자급제 + 알뜰 요금제가 제일 좋음,0
아예,0
가족결합을 쓰면 오히려 메이저통신사가 더 싼 경우도 있음,0
나는 통신사 요금제 쓰는거 이해가 안되더만 ~ 돈이 남아도나 ~ Ktm모바일 16000원대 인가? 보면 통화도 무제한 데이터도 느린거 잘 모를정도인데 무제한 쓸 수있고 세상 그보다 더 좋은게 어딨나 비싼 통신사 요금제 쓰면 뭐가 좋은데 ? 나 돈 많아요 자랑질 하는것도 아니고 ~ㅎ,0
형 메 였었구나,0
팔씨름달인 홍지승인줄 ㄷㄷ,0
알뜰폰자급제,0
알뜰폰통신사 한번썻다가 몇개월쓰고 통화품질안좋아서 다시원래대로돌아옴...아무래도 빌려쓰는 기지국이라그런거 같은 sk알뜰인데 안터짐,0
